demanda_id,dia,empilhadeira_id,operador_id,tipo,zona_origem,zona_destino,x_origem,y_origem,x_destino,y_destino,distancia_euclidiana_m,distancia_percorrida_m,peso_kg,prioridade,sku,timestamp_inicio,hora_do_dia,dia_semana,tempo_real_min,tempo_estimado_min,congestionamento_medio
4,0,0,7448,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,34.4,15.555555555555555,28.35492858937652,28.6,965.3,alta,SKU-5426,2026-01-05 15:45:37.000000000,15,0,0.233,0.202,0.365
198,0,0,7448,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,24.0,9.777777777777779,24.595492912420728,24.6,1629.1,normal,SKU-1775,2026-01-05 16:19:43.000000000,16,0,0.2,0.174,0.176
122,0,0,7448,rack_para_expedicao,armazenagem,expedicao,55.2,50.22222222222222,90.0,30.0,40.24895367093334,40.3,255.4,normal,SKU-7873,2026-01-05 16:21:17.000000000,16,0,0.333,0.285,0.403
102,0,0,7448,rack_para_rack,armazenagem,armazenagem,24.0,15.555555555555555,76.0,38.666666666666664,56.90451174371083,56.9,952.3,baixa,SKU-6191,2026-01-05 16:46:02.999999999,16,0,0.45,0.402,0.292
343,0,0,7448,rack_para_rack,armazenagem,armazenagem,76.0,9.777777777777779,76.0,27.11111111111111,17.333333333333332,17.3,586.4,normal,SKU-1064,2026-01-05 16:47:43.000000000,16,0,0.133,0.122,0.19
203,0,1,4572,rack_para_rack,armazenagem,armazenagem,65.6,32.888888888888886,76.0,15.555555555555555,20.21396656879704,20.2,514.9,alta,SKU-9529,2026-01-05 08:05:58.000000000,8,0,0.183,0.143,0.49
208,0,1,4572,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,34.4,9.777777777777779,31.69066537018335,33.9,950.4,normal,SKU-8208,2026-01-05 08:34:06.000000000,8,0,0.317,0.239,0.535
223,0,1,4572,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,24.0,21.333333333333332,16.465452046971293,16.5,371.1,normal,SKU-7420,2026-01-05 08:36:47.000000000,8,0,0.15,0.116,0.575
99,0,1,4572,rack_para_expedicao,armazenagem,expedicao,44.8,50.22222222222222,90.0,30.0,49.517454211671044,51.8,942.5,normal,SKU-8041,2026-01-05 09:28:48.000000000,9,0,0.6,0.365,0.81
245,0,1,4572,rack_para_expedicao,armazenagem,expedicao,76.0,9.777777777777779,90.0,30.0,24.595492912420728,24.6,854.6,normal,SKU-1064,2026-01-05 09:30:42.000000000,9,0,0.217,0.174,0.479
278,0,1,4572,rack_para_expedicao,armazenagem,expedicao,24.0,56.0,90.0,30.0,70.9365914038728,71.4,1271.6,alta,SKU-6311,2026-01-05 10:22:09.000000000,10,0,0.733,0.504,0.629
177,0,1,4572,rack_para_expedicao,armazenagem,expedicao,55.2,15.555555555555555,90.0,30.0,37.67866737702704,37.7,1272.4,normal,SKU-9226,2026-01-05 10:34:51.000000000,10,0,0.4,0.266,0.677
119,0,1,7077,rack_para_expedicao,armazenagem,expedicao,24.0,50.22222222222222,90.0,30.0,69.02853230081702,71.0,444.0,normal,SKU-7949,2026-01-05 11:27:05.000000000,11,0,0.6,0.501,0.472
258,0,1,7077,rack_para_expedicao,armazenagem,expedicao,55.2,50.22222222222222,90.0,30.0,40.24895367093334,40.3,1305.2,baixa,SKU-7873,2026-01-05 11:39:50.000000000,11,0,0.383,0.285,0.487
267,0,1,7077,rack_para_expedicao,armazenagem,expedicao,55.2,4.0,90.0,30.0,43.440073664762586,44.2,931.1,baixa,SKU-8099,2026-01-05 11:48:53.000000000,11,0,0.383,0.312,0.452
91,0,1,7077,rack_para_expedicao,armazenagem,expedicao,34.4,4.0,90.0,30.0,61.37882370981054,62.9,1125.9,baixa,SKU-7420,2026-01-05 12:15:04.000000000,12,0,0.65,0.444,0.646
345,0,1,7077,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,55.2,9.777777777777779,49.517454211671044,51.8,609.2,normal,SKU-9226,2026-01-05 13:04:17.000000000,13,0,0.55,0.365,0.695
40,0,1,8616,rack_para_expedicao,armazenagem,expedicao,34.4,4.0,90.0,30.0,61.37882370981054,62.9,1250.6,normal,SKU-7420,2026-01-05 14:24:39.000000000,14,0,0.683,0.444,0.715
15,0,1,8616,rack_para_rack,armazenagem,armazenagem,44.8,21.333333333333332,55.2,15.555555555555555,11.89717260736276,11.9,572.2,normal,SKU-9838,2026-01-05 14:26:49.000000000,14,0,0.15,0.084,0.722
199,0,1,8616,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,55.2,38.666666666666664,46.02337570312625,46.0,763.6,normal,SKU-2585,2026-01-05 14:28:56.000000000,14,0,0.45,0.325,0.651
232,0,1,8616,rack_para_expedicao,armazenagem,expedicao,55.2,21.333333333333332,90.0,30.0,35.86294900187533,35.9,650.2,normal,SKU-4152,2026-01-05 14:43:39.000000000,14,0,0.4,0.253,0.826
44,0,1,8616,rack_para_expedicao,armazenagem,expedicao,44.8,44.44444444444444,90.0,30.0,47.45189116682961,47.6,20.0,normal,SKU-8513,2026-01-05 15:05:56.000000000,15,0,0.433,0.336,0.602
175,0,1,8616,rack_para_rack,armazenagem,armazenagem,65.6,44.44444444444444,55.2,15.555555555555555,30.703874368466394,32.7,849.3,alta,SKU-5859,2026-01-05 15:21:45.000000000,15,0,0.3,0.231,0.433
368,0,1,8616,rack_para_expedicao,armazenagem,expedicao,34.4,44.44444444444444,90.0,30.0,57.445643658232626,62.9,968.5,alta,SKU-1189,2026-01-05 15:26:48.000000000,15,0,0.567,0.444,0.509
294,0,1,8616,rack_para_expedicao,armazenagem,expedicao,65.6,44.44444444444444,90.0,30.0,28.354928589376524,28.6,428.3,alta,SKU-5859,2026-01-05 15:41:45.000000000,15,0,0.25,0.202,0.538
237,0,1,8616,rack_para_expedicao,armazenagem,expedicao,34.4,50.22222222222222,90.0,30.0,59.16331863245112,59.5,604.5,normal,SKU-3734,2026-01-05 15:51:00.000000000,15,0,0.5,0.42,0.421
146,0,1,8616,rack_para_expedicao,armazenagem,expedicao,24.0,38.666666666666664,90.0,30.0,66.56659155395529,66.6,375.9,alta,SKU-9322,2026-01-05 16:19:01.000000000,16,0,0.533,0.47,0.408
178,0,1,8616,rack_para_expedicao,armazenagem,expedicao,44.8,56.0,90.0,30.0,52.1444148495311,52.2,902.7,normal,SKU-7235,2026-01-05 16:25:54.000000000,16,0,0.433,0.368,0.354
115,0,1,8616,rack_para_expedicao,armazenagem,expedicao,65.6,44.44444444444444,90.0,30.0,28.354928589376524,28.6,610.2,alta,SKU-5859,2026-01-05 16:43:44.000000000,16,0,0.25,0.202,0.489
134,0,1,8616,rack_para_expedicao,armazenagem,expedicao,24.0,50.22222222222222,90.0,30.0,69.02853230081702,71.0,1309.1,normal,SKU-7949,2026-01-05 16:56:02.999999999,16,0,0.633,0.501,0.399
23,0,2,5520,rack_para_rack,armazenagem,armazenagem,65.6,56.0,55.2,50.22222222222222,11.897172607362748,11.9,809.0,alta,SKU-8208,2026-01-05 08:05:00.000000000,8,0,0.083,0.084,0.088
359,0,2,5520,rack_para_expedicao,armazenagem,expedicao,76.0,56.0,90.0,30.0,29.5296461204668,29.5,824.7,alta,SKU-7278,2026-01-05 08:50:39.000000000,8,0,0.25,0.208,0.405
101,0,2,5520,rack_para_expedicao,armazenagem,expedicao,34.4,27.11111111111111,90.0,30.0,55.67500048506821,55.7,1466.8,normal,SKU-3558,2026-01-05 09:03:03.000000000,9,0,0.65,0.393,0.775
0,0,2,5520,rack_para_expedicao,armazenagem,expedicao,24.0,44.44444444444444,90.0,30.0,67.56213418260737,67.7,789.8,alta,SKU-1769,2026-01-05 09:55:12.000000000,9,0,0.75,0.478,0.781
257,0,2,7521,rack_para_rack,armazenagem,armazenagem,24.0,27.11111111111111,55.2,56.0,42.520676161540145,45.1,223.7,normal,SKU-1466,2026-01-05 11:07:04.000000000,11,0,0.35,0.318,0.327
73,0,2,7521,rack_para_expedicao,armazenagem,expedicao,24.0,56.0,90.0,30.0,70.9365914038728,71.4,562.2,baixa,SKU-6311,2026-01-05 11:08:36.999999999,11,0,0.617,0.504,0.468
283,0,2,7521,rack_para_expedicao,armazenagem,expedicao,24.0,38.666666666666664,90.0,30.0,66.56659155395529,66.6,722.1,alta,SKU-9322,2026-01-05 11:15:03.000000000,11,0,0.583,0.47,0.51
243,0,2,7521,rack_para_expedicao,armazenagem,expedicao,65.6,15.555555555555555,90.0,30.0,28.354928589376524,28.6,199.0,normal,SKU-2016,2026-01-05 11:18:45.000000000,11,0,0.267,0.202,0.596
339,0,2,7521,rack_para_expedicao,armazenagem,expedicao,24.0,4.0,90.0,30.0,70.9365914038728,71.4,1125.5,alta,SKU-8270,2026-01-05 11:21:05.000000000,11,0,0.667,0.504,0.498
69,0,2,7521,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,65.6,44.44444444444444,57.44564365823262,62.9,183.0,normal,SKU-7863,2026-01-05 11:44:10.000000000,11,0,0.517,0.444,0.506
226,0,2,7521,rack_para_rack,armazenagem,armazenagem,76.0,4.0,44.8,15.555555555555555,33.271171668541086,33.7,906.7,normal,SKU-3062,2026-01-05 11:46:00.000000000,11,0,0.25,0.238,0.083
11,0,2,7521,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,76.0,27.11111111111111,66.06319458679201,66.1,623.5,normal,SKU-2528,2026-01-05 11:56:47.000000000,11,0,0.567,0.466,0.485
217,0,2,7521,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,24.0,50.22222222222222,24.595492912420728,24.6,797.9,normal,SKU-2021,2026-01-05 13:39:08.000000000,13,0,0.217,0.174,0.425
285,0,2,7521,rack_para_expedicao,armazenagem,expedicao,55.2,15.555555555555555,90.0,30.0,37.67866737702704,37.7,868.1,normal,SKU-9226,2026-01-05 13:41:55.000000000,13,0,0.4,0.266,0.742
39,0,2,3519,rack_para_expedicao,armazenagem,expedicao,65.6,44.44444444444444,90.0,30.0,28.354928589376524,28.6,740.9,alta,SKU-5859,2026-01-05 14:01:48.000000000,14,0,0.317,0.202,0.793
256,0,2,3519,rack_para_rack,armazenagem,armazenagem,34.4,56.0,55.2,56.0,20.800000000000004,20.8,1158.4,alta,SKU-5658,2026-01-05 14:36:04.000000000,14,0,0.15,0.147,0.031
265,0,2,3519,rack_para_expedicao,armazenagem,expedicao,76.0,15.555555555555555,90.0,30.0,20.115714635792635,20.1,1475.6,normal,SKU-9006,2026-01-05 15:08:50.000000000,15,0,0.183,0.142,0.397
275,0,2,3519,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,65.6,44.44444444444444,57.44564365823262,62.9,1132.4,normal,SKU-9006,2026-01-05 15:25:10.000000000,15,0,0.583,0.444,0.492
209,0,2,3519,rack_para_expedicao,armazenagem,expedicao,44.8,15.555555555555555,90.0,30.0,47.45189116682961,47.6,943.6,alta,SKU-4556,2026-01-05 15:27:03.000000000,15,0,0.467,0.336,0.595
86,0,2,3519,rack_para_rack,armazenagem,armazenagem,24.0,9.777777777777779,44.8,32.888888888888886,31.092820019903684,31.1,508.4,alta,SKU-1860,2026-01-05 16:11:04.000000000,16,0,0.233,0.219,0.261
123,0,2,3519,rack_para_rack,armazenagem,armazenagem,44.8,27.11111111111111,24.0,15.555555555555555,23.79434521472551,23.8,629.6,normal,SKU-6393,2026-01-05 16:20:33.000000000,16,0,0.183,0.168,0.285
154,0,2,3519,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,55.2,56.0,52.1444148495311,52.2,831.6,normal,SKU-4152,2026-01-05 16:21:52.000000000,16,0,0.417,0.368,0.311
74,0,2,3519,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,55.2,15.555555555555555,47.45189116682961,47.6,316.3,baixa,SKU-3747,2026-01-05 16:45:53.000000000,16,0,0.383,0.336,0.379
65,0,2,3519,rack_para_expedicao,armazenagem,expedicao,55.2,27.11111111111111,90.0,30.0,34.91970330647649,34.9,567.5,normal,SKU-2585,2026-01-05 16:47:36.000000000,16,0,0.317,0.246,0.539
57,0,2,3519,rack_para_expedicao,armazenagem,expedicao,76.0,15.555555555555555,90.0,30.0,20.115714635792635,20.1,655.5,normal,SKU-9006,2026-01-05 16:50:39.000000000,16,0,0.15,0.142,0.248
56,0,3,4839,rack_para_expedicao,armazenagem,expedicao,44.8,38.666666666666664,90.0,30.0,46.02337570312625,46.0,1453.8,alta,SKU-9433,2026-01-05 09:05:54.000000000,9,0,0.583,0.325,0.881
5,0,3,4839,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,76.0,15.555555555555555,67.56213418260737,67.7,191.6,alta,SKU-3747,2026-01-05 09:48:18.000000000,9,0,0.667,0.478,0.725
131,0,3,4839,rack_para_expedicao,armazenagem,expedicao,24.0,4.0,90.0,30.0,70.9365914038728,71.4,804.4,normal,SKU-8270,2026-01-05 10:10:52.000000000,10,0,0.75,0.504,0.72
363,0,3,4839,rack_para_expedicao,armazenagem,expedicao,34.4,44.44444444444444,90.0,30.0,57.445643658232626,62.9,419.5,normal,SKU-1189,2026-01-05 10:42:05.000000000,10,0,0.6,0.444,0.671
107,0,3,4839,rack_para_rack,armazenagem,armazenagem,34.4,21.333333333333332,55.2,44.44444444444444,31.09282001990369,31.5,147.5,normal,SKU-9666,2026-01-05 10:46:02.000000000,10,0,0.267,0.222,0.487
151,0,3,4839,rack_para_rack,armazenagem,armazenagem,34.4,15.555555555555555,24.0,27.11111111111111,15.546410009951842,15.6,1168.1,baixa,SKU-7396,2026-01-05 11:04:48.000000000,11,0,0.167,0.11,0.467
239,0,3,4839,rack_para_rack,armazenagem,armazenagem,55.2,27.11111111111111,55.2,44.44444444444444,17.333333333333332,17.3,950.2,normal,SKU-2585,2026-01-05 11:09:44.000000000,11,0,0.15,0.122,0.383
366,0,3,4839,rack_para_expedicao,armazenagem,expedicao,65.6,44.44444444444444,90.0,30.0,28.354928589376524,28.6,1497.4,normal,SKU-5859,2026-01-05 11:14:38.000000000,11,0,0.317,0.202,0.618
66,0,3,4839,rack_para_rack,armazenagem,armazenagem,44.8,32.888888888888886,34.4,56.0,25.343311874933068,25.3,882.2,normal,SKU-9792,2026-01-05 11:21:53.000000000,11,0,0.2,0.179,0.202
342,0,3,4839,rack_para_expedicao,armazenagem,expedicao,65.6,15.555555555555555,90.0,30.0,28.354928589376524,28.6,744.0,normal,SKU-2016,2026-01-05 11:29:53.000000000,11,0,0.267,0.202,0.595
192,0,3,4839,rack_para_expedicao,armazenagem,expedicao,55.2,32.888888888888886,90.0,30.0,34.91970330647649,34.9,375.6,baixa,SKU-8555,2026-01-05 11:31:28.000000000,11,0,0.317,0.246,0.575
150,0,3,4839,rack_para_expedicao,armazenagem,expedicao,55.2,4.0,90.0,30.0,43.440073664762586,44.2,693.6,alta,SKU-8099,2026-01-05 11:43:53.000000000,11,0,0.4,0.312,0.485
357,0,3,4839,rack_para_expedicao,armazenagem,expedicao,24.0,38.666666666666664,90.0,30.0,66.56659155395529,66.6,855.8,baixa,SKU-9322,2026-01-05 12:32:07.000000000,12,0,0.667,0.47,0.675
130,0,3,4839,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,55.2,15.555555555555555,47.45189116682961,47.6,413.2,baixa,SKU-7278,2026-01-05 12:35:15.000000000,12,0,0.467,0.336,0.686
365,0,3,4839,rack_para_expedicao,armazenagem,expedicao,24.0,32.888888888888886,90.0,30.0,66.06319458679201,66.1,556.1,baixa,SKU-5426,2026-01-05 12:38:50.000000000,12,0,0.633,0.466,0.672
304,0,3,4839,rack_para_expedicao,armazenagem,expedicao,24.0,50.22222222222222,90.0,30.0,69.02853230081702,71.0,1341.7,normal,SKU-7949,2026-01-05 13:03:13.000000000,13,0,0.8,0.501,0.762
136,0,3,4839,rack_para_expedicao,armazenagem,expedicao,34.4,38.666666666666664,90.0,30.0,56.27140580357941,56.3,1359.2,normal,SKU-3747,2026-01-05 13:24:06.000000000,13,0,0.683,0.397,0.839
351,0,3,4839,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,65.6,44.44444444444444,57.44564365823262,62.9,806.8,normal,SKU-8629,2026-01-05 13:35:18.000000000,13,0,0.683,0.444,0.792
335,0,3,4839,rack_para_expedicao,armazenagem,expedicao,76.0,4.0,90.0,30.0,29.5296461204668,29.5,727.4,baixa,SKU-3062,2026-01-05 14:27:52.000000000,14,0,0.233,0.208,0.359
337,0,3,4839,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,76.0,21.333333333333332,66.56659155395529,66.6,308.5,normal,SKU-1064,2026-01-05 14:48:12.000000000,14,0,0.567,0.47,0.537
348,0,3,4839,rack_para_expedicao,armazenagem,expedicao,55.2,15.555555555555555,90.0,30.0,37.67866737702704,37.7,1551.9,normal,SKU-9226,2026-01-05 14:58:40.000000000,14,0,0.383,0.266,0.572
71,0,3,4839,rack_para_expedicao,armazenagem,expedicao,76.0,27.11111111111111,90.0,30.0,14.294952920955902,14.3,20.0,normal,SKU-3027,2026-01-05 15:00:13.000000000,15,0,0.167,0.101,0.909
296,0,3,4839,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,55.2,44.44444444444444,47.45189116682961,47.6,699.7,normal,SKU-6734,2026-01-05 15:05:11.000000000,15,0,0.45,0.336,0.542
340,0,3,4839,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,55.2,44.44444444444444,47.45189116682961,47.6,812.2,baixa,SKU-8629,2026-01-05 15:57:53.000000000,15,0,0.417,0.336,0.435
48,0,3,4839,rack_para_expedicao,armazenagem,expedicao,34.4,4.0,90.0,30.0,61.37882370981054,62.9,588.4,alta,SKU-7420,2026-01-05 16:08:49.000000000,16,0,0.533,0.444,0.448
2,0,4,9894,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,55.2,38.666666666666664,46.02337570312625,46.0,321.6,normal,SKU-8629,2026-01-05 08:37:41.000000000,8,0,0.433,0.325,0.683
18,0,4,9894,rack_para_expedicao,armazenagem,expedicao,24.0,21.333333333333332,90.0,30.0,66.56659155395529,66.6,1217.6,normal,SKU-6734,2026-01-05 08:49:48.000000000,8,0,0.733,0.47,0.757
143,0,4,9894,rack_para_rack,armazenagem,armazenagem,34.4,15.555555555555555,55.2,27.11111111111111,23.794345214725517,28.5,939.7,normal,SKU-7396,2026-01-05 08:58:11.000000000,8,0,0.3,0.201,0.703
52,0,4,9894,rack_para_expedicao,armazenagem,expedicao,65.6,15.555555555555555,90.0,30.0,28.354928589376524,28.6,809.3,baixa,SKU-2016,2026-01-05 09:01:43.000000000,9,0,0.333,0.202,0.826
62,0,4,9894,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,34.4,27.11111111111111,24.570422849685464,24.6,798.0,alta,SKU-9666,2026-01-05 09:09:17.000000000,9,0,0.267,0.173,0.772
369,0,4,9894,rack_para_rack,armazenagem,armazenagem,76.0,4.0,44.8,38.666666666666664,46.63923002985553,47.3,765.8,normal,SKU-3062,2026-01-05 09:59:55.000000000,9,0,0.45,0.334,0.569
63,0,4,9894,rack_para_expedicao,armazenagem,expedicao,65.6,38.666666666666664,90.0,30.0,25.893456916972507,25.9,498.3,normal,SKU-5887,2026-01-05 10:11:41.999999999,10,0,0.3,0.183,0.866
166,0,4,9894,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,44.8,50.22222222222222,40.24895367093334,40.3,453.1,normal,SKU-9838,2026-01-05 10:17:16.000000000,10,0,0.367,0.285,0.563
104,0,4,9894,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,44.8,44.44444444444444,37.67866737702704,37.7,629.4,normal,SKU-9529,2026-01-05 10:25:51.000000000,10,0,0.35,0.266,0.573
80,0,4,9894,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,44.8,44.44444444444444,37.67866737702704,37.7,887.7,alta,SKU-4843,2026-01-05 10:39:48.000000000,10,0,0.35,0.266,0.542
324,0,4,9894,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,44.8,32.888888888888886,34.91970330647649,34.9,638.2,alta,SKU-7396,2026-01-05 10:42:48.000000000,10,0,0.333,0.246,0.605
24,0,4,9894,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,44.8,27.11111111111111,34.91970330647649,34.9,975.7,normal,SKU-8208,2026-01-05 11:22:47.000000000,11,0,0.3,0.246,0.433
244,0,4,9894,rack_para_expedicao,armazenagem,expedicao,24.0,32.888888888888886,90.0,30.0,66.06319458679201,66.1,704.4,alta,SKU-5426,2026-01-05 13:11:41.000000000,13,0,0.683,0.466,0.745
163,0,4,9894,rack_para_expedicao,armazenagem,expedicao,44.8,38.666666666666664,90.0,30.0,46.02337570312625,46.0,409.6,normal,SKU-9433,2026-01-05 13:18:00.000000000,13,0,0.517,0.325,0.885
189,0,4,9894,rack_para_expedicao,armazenagem,expedicao,55.2,9.777777777777779,90.0,30.0,40.24895367093334,40.3,596.7,normal,SKU-1775,2026-01-05 13:27:54.000000000,13,0,0.417,0.285,0.715
138,0,4,9894,rack_para_expedicao,armazenagem,expedicao,24.0,32.888888888888886,90.0,30.0,66.06319458679201,66.1,479.5,baixa,SKU-5426,2026-01-05 13:36:09.000000000,13,0,0.667,0.466,0.749
274,0,4,9894,rack_para_expedicao,armazenagem,expedicao,55.2,9.777777777777779,90.0,30.0,40.24895367093334,40.3,368.8,normal,SKU-1775,2026-01-05 14:17:53.000000000,14,0,0.383,0.285,0.649
290,0,4,9894,rack_para_rack,armazenagem,armazenagem,34.4,15.555555555555555,65.6,21.333333333333332,31.730469836568485,37.5,1267.3,normal,SKU-7396,2026-01-05 14:24:09.000000000,14,0,0.383,0.265,0.611
55,0,4,9894,rack_para_expedicao,armazenagem,expedicao,76.0,4.0,90.0,30.0,29.5296461204668,29.5,94.3,normal,SKU-3062,2026-01-05 14:40:40.000000000,14,0,0.217,0.208,0.29
319,0,4,9894,rack_para_expedicao,armazenagem,expedicao,65.6,21.333333333333332,90.0,30.0,25.893456916972507,25.9,493.9,normal,SKU-7439,2026-01-05 14:43:46.000000000,14,0,0.283,0.183,0.795
31,0,4,9894,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,24.0,4.0,29.5296461204668,29.5,767.3,baixa,SKU-7278,2026-01-05 15:02:11.000000000,15,0,0.217,0.208,0.208
176,0,4,9894,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,24.0,27.11111111111111,14.294952920955902,14.3,933.8,normal,SKU-8270,2026-01-05 15:15:42.000000000,15,0,0.133,0.101,0.564
84,0,4,9894,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,34.4,27.11111111111111,24.570422849685464,24.6,1329.9,baixa,SKU-7949,2026-01-05 15:41:37.000000000,15,0,0.233,0.173,0.433
103,0,4,9894,rack_para_expedicao,armazenagem,expedicao,34.4,4.0,90.0,30.0,61.37882370981054,62.9,1210.8,normal,SKU-7420,2026-01-05 16:05:40.000000000,16,0,0.567,0.444,0.437
35,0,4,9894,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,76.0,38.666666666666664,66.56659155395529,66.6,694.0,normal,SKU-6463,2026-01-05 16:39:07.000000000,16,0,0.55,0.47,0.39
